claim_id,question,family,subject,measures,text,clause,citation,quoted_value,source_task,verdict_source,inherited_verdict,gate_evidence,gate_lint,gate_identification,gate_consistency,status,blocked_by,reason,audience,action,falsifier,depends_on,notes
distinct-graphql,tech_stack,distinctiveness,google:GraphQL,share of skilled postings against the other five companies pooled,"Google asks for GraphQL in 0.0% of its skilled postings against 0.8% across the other five, a difference of -0.0076",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=GraphQL,-0.0076,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=GraphQL,False,True,True,False,True,refused,identification,False -> refused,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-powershell,tech_stack,distinctiveness,google:PowerShell,share of skilled postings against the other five companies pooled,"Google asks for PowerShell in 0.0% of its skilled postings against 0.8% across the other five, a difference of -0.0076",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=PowerShell,-0.0076,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=PowerShell,False,True,True,False,True,refused,identification,False -> refused,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-kafka,tech_stack,distinctiveness,google:Kafka,share of skilled postings against the other five companies pooled,"Google asks for Kafka in 0.7% of its skilled postings against 7.3% across the other five, a difference of -0.0661",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=Kafka,-0.0661,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=Kafka,True,True,True,True,True,published,,True -> published,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-php,tech_stack,distinctiveness,google:PHP,share of skilled postings against the other five companies pooled,"Google asks for PHP in 0.2% of its skilled postings against 2.6% across the other five, a difference of -0.0240",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=PHP,-0.024,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=PHP,True,True,True,True,True,published,,True -> published,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-node-dot-js,tech_stack,distinctiveness,google:Node.js,share of skilled postings against the other five companies pooled,"Google asks for Node.js in 0.0% of its skilled postings against 1.0% across the other five, a difference of -0.0101",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=Node.js,-0.0101,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=Node.js,True,True,True,True,True,published,,True -> published,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-sharepoint,tech_stack,distinctiveness,google:SharePoint,share of skilled postings against the other five companies pooled,"Google asks for SharePoint in 0.0% of its skilled postings against 1.1% across the other five, a difference of -0.0105",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=SharePoint,-0.0105,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=SharePoint,True,True,True,True,True,published,,True -> published,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-jira,tech_stack,distinctiveness,google:Jira,share of skilled postings against the other five companies pooled,"Google asks for Jira in 0.0% of its skilled postings against 1.1% across the other five, a difference of -0.0105",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=Jira,-0.0105,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=Jira,True,True,True,True,True,published,,True -> published,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-excel,tech_stack,distinctiveness,google:Excel,share of skilled postings against the other five companies pooled,"Google asks for Excel in 1.4% of its skilled postings against 20.8% across the other five, a difference of -0.1946",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=Excel,-0.1946,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=Excel,True,True,True,True,True,published,,True -> published,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-postgresql,tech_stack,distinctiveness,google:PostgreSQL,share of skilled postings against the other five companies pooled,"Google asks for PostgreSQL in 0.0% of its skilled postings against 1.2% across the other five, a difference of -0.0122",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=PostgreSQL,-0.0122,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=PostgreSQL,True,True,True,True,True,published,,True -> published,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-ggplot2,tech_stack,distinctiveness,google:ggplot2,share of skilled postings against the other five companies pooled,"Google asks for ggplot2 in 0.0% of its skilled postings against 1.5% across the other five, a difference of -0.0147",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=ggplot2,-0.0147,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=ggplot2,True,True,True,True,True,published,,True -> published,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-aws,tech_stack,distinctiveness,google:AWS,share of skilled postings against the other five companies pooled,"Google asks for AWS in 0.9% of its skilled postings against 16.8% across the other five, a difference of -0.1592",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=AWS,-0.1592,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=AWS,True,True,True,True,True,published,,True -> published,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-dplyr,tech_stack,distinctiveness,google:dplyr,share of skilled postings against the other five companies pooled,"Google asks for dplyr in 0.0% of its skilled postings against 1.8% across the other five, a difference of -0.0181",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=dplyr,-0.0181,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=dplyr,True,True,True,True,True,published,,True -> published,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-matplotlib,tech_stack,distinctiveness,google:Matplotlib,share of skilled postings against the other five companies pooled,"Google asks for Matplotlib in 0.0% of its skilled postings against 1.9% across the other five, a difference of -0.0194",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=Matplotlib,-0.0194,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=Matplotlib,True,True,True,True,True,published,,True -> published,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-azure,tech_stack,distinctiveness,google:Azure,share of skilled postings against the other five companies pooled,"Google asks for Azure in 0.9% of its skilled postings against 27.0% across the other five, a difference of -0.2616",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=Azure,-0.2616,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=Azure,True,True,True,True,True,published,,True -> published,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-git,tech_stack,distinctiveness,google:Git,share of skilled postings against the other five companies pooled,"Google asks for Git in 0.0% of its skilled postings against 4.4% across the other five, a difference of -0.0442",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=Git,-0.0442,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=Git,True,True,True,True,True,published,,True -> published,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
distinct-databricks,tech_stack,distinctiveness,google:Databricks,share of skilled postings against the other five companies pooled,"Google asks for Databricks in 0.0% of its skilled postings against 17.7% across the other five, a difference of -0.1774",Benjamini-Hochberg controlled across the whole skill vocabulary,task-06-tables/skill-distinctiveness-google.csv#diff@skill=Databricks,-0.1774,06,distinctiveness:task-06-tables/skill-distinctiveness-google.csv#significant@skill=Databricks,True,True,True,True,True,published,,True -> published,product,treat as a stack marker when reading this company's job ads competitively,the interval on the difference covering zero once the other five are re-weighted to this company's role mix,,
forecastable-databricks,future_demand,forecastability,databricks,share of monthly variance that is signal rather than sampling noise,"Databricks's monthly share series carries 65.7% signal, enough to be worth modelling",passing the forecastability gate means the series is not pure noise; it does not mean a forecast is usable,task-07-tables/forecastability-gate.csv#signal_share@key=databricks,0.6568,07,forecastable:task-07-tables/forecastability-gate.csv#verdict@key=databricks,too_thin,True,True,False,True,refused,identification,too_thin -> refused,exec,none on its own — the horizon table decides usability,a homogeneity test the series fails at 0.05,,
forecastable-google,future_demand,forecastability,google,share of monthly variance that is signal rather than sampling noise,"Google's monthly share series carries 73.9% signal, enough to be worth modelling",passing the forecastability gate means the series is not pure noise; it does not mean a forecast is usable,task-07-tables/forecastability-gate.csv#signal_share@key=google,0.7385,07,forecastable:task-07-tables/forecastability-gate.csv#verdict@key=google,forecastable,True,True,True,True,published_qualified,,forecastable -> published_qualified,exec,none on its own — the horizon table decides usability,a homogeneity test the series fails at 0.05,,
forecastable-meta,future_demand,forecastability,meta,share of monthly variance that is signal rather than sampling noise,"Meta's monthly share series carries 77.3% signal, enough to be worth modelling",passing the forecastability gate means the series is not pure noise; it does not mean a forecast is usable,task-07-tables/forecastability-gate.csv#signal_share@key=meta,0.7731,07,forecastable:task-07-tables/forecastability-gate.csv#verdict@key=meta,forecastable,True,True,True,True,published_qualified,,forecastable -> published_qualified,exec,none on its own — the horizon table decides usability,a homogeneity test the series fails at 0.05,,
forecastable-microsoft,future_demand,forecastability,microsoft,share of monthly variance that is signal rather than sampling noise,"Microsoft's monthly share series carries 85.2% signal, enough to be worth modelling",passing the forecastability gate means the series is not pure noise; it does not mean a forecast is usable,task-07-tables/forecastability-gate.csv#signal_share@key=microsoft,0.852,07,forecastable:task-07-tables/forecastability-gate.csv#verdict@key=microsoft,too_thin,True,True,False,True,refused,identification,too_thin -> refused,exec,none on its own — the horizon table decides usability,a homogeneity test the series fails at 0.05,,
forecastable-nvidia,future_demand,forecastability,nvidia,share of monthly variance that is signal rather than sampling noise,"Nvidia's monthly share series carries 61.1% signal, enough to be worth modelling",passing the forecastability gate means the series is not pure noise; it does not mean a forecast is usable,task-07-tables/forecastability-gate.csv#signal_share@key=nvidia,0.6106,07,forecastable:task-07-tables/forecastability-gate.csv#verdict@key=nvidia,too_thin,True,True,False,True,refused,identification,too_thin -> refused,exec,none on its own — the horizon table decides usability,a homogeneity test the series fails at 0.05,,
forecastable-snowflake,future_demand,forecastability,snowflake,share of monthly variance that is signal rather than sampling noise,"Snowflake's monthly share series carries 85.6% signal, enough to be worth modelling",passing the forecastability gate means the series is not pure noise; it does not mean a forecast is usable,task-07-tables/forecastability-gate.csv#signal_share@key=snowflake,0.8564,07,forecastable:task-07-tables/forecastability-gate.csv#verdict@key=snowflake,too_thin,True,True,False,True,refused,identification,too_thin -> refused,exec,none on its own — the horizon table decides usability,a homogeneity test the series fails at 0.05,,
forecast-h1,future_demand,forecast_horizon,google:h1,"width of the prediction interval, multiplicative",Google's posting share 1 month ahead can be stated within a band 3.15 times wide,"an interval this wide contains both a doubling and a halving, so it excludes no decision",task-07-tables/horizon-limits.csv#interval_factor@horizon=1,3.148389771403619,07,"horizon:task-07-tables/horizon-limits.csv#interval_sufficient@horizon=1&feasible:task-07-tables/forecast.csv#supported@key=google,horizon=1",True & False,True,True,False,True,refused,identification,True & False -> refused,exec,none; plan without a demand forecast from this source,a model beating persistence on Diebold-Mariano at any horizon,,
forecast-h2,future_demand,forecast_horizon,google:h2,"width of the prediction interval, multiplicative",Google's posting share 2 months ahead can be stated within a band 2.19 times wide,"an interval this wide contains both a doubling and a halving, so it excludes no decision",task-07-tables/horizon-limits.csv#interval_factor@horizon=2,2.189342251950948,07,"horizon:task-07-tables/horizon-limits.csv#interval_sufficient@horizon=2&feasible:task-07-tables/forecast.csv#supported@key=google,horizon=2",True & False,True,True,False,True,refused,identification,True & False -> refused,exec,none; plan without a demand forecast from this source,a model beating persistence on Diebold-Mariano at any horizon,,
forecast-h3,future_demand,forecast_horizon,google:h3,"width of the prediction interval, multiplicative",Google's posting share 3 months ahead can be stated within a band nan times wide,"an interval this wide contains both a doubling and a halving, so it excludes no decision",task-07-tables/horizon-limits.csv#interval_factor@horizon=3,,07,"horizon:task-07-tables/horizon-limits.csv#interval_sufficient@horizon=3&feasible:task-07-tables/forecast.csv#supported@key=google,horizon=3",False & False,True,True,False,True,refused,identification,False & False -> refused,exec,none; plan without a demand forecast from this source,a model beating persistence on Diebold-Mariano at any horizon,,
pair-google-meta,position,similarity,google|meta,cosine similarity of skill profiles,"Google and Meta have a skill-profile similarity of 0.9174, ranking 1 of 15 pairs","similarity of what the two companies advertise for, not of what they build; the rank is what is identified, not the score","task-08-tables/pair-verdicts.csv#observed@company_a=google,company_b=meta",0.9174,08,"similarity_pair:task-08-tables/pair-verdicts.csv#verdict@company_a=google,company_b=meta",robust,True,True,True,True,published,,robust -> published,hr_talent,read as the closest talent competitor for compensation and sourcing,the pair leaving rank 1 under any of the five metrics or either sensitivity,,
pair-google-nvidia,position,similarity,google|nvidia,cosine similarity of skill profiles,"Google and Nvidia have a skill-profile similarity of 0.7485, ranking 2 of 15 pairs","similarity of what the two companies advertise for, not of what they build; the rank is what is identified, not the score","task-08-tables/pair-verdicts.csv#observed@company_a=google,company_b=nvidia",0.7485,08,"similarity_pair:task-08-tables/pair-verdicts.csv#verdict@company_a=google,company_b=nvidia",vendor_dependent,True,True,True,True,published_qualified,,vendor_dependent -> published_qualified,hr_talent,"read as the 2nd closest of fifteen pairs; the rank is the finding, not the gap to the pair above",the pair leaving rank 2 under any of the five metrics or either sensitivity,,
pair-microsoft-nvidia,position,similarity,microsoft|nvidia,cosine similarity of skill profiles,"Microsoft and Nvidia have a skill-profile similarity of 0.6769, ranking 3 of 15 pairs","similarity of what the two companies advertise for, not of what they build; the rank is what is identified, not the score","task-08-tables/pair-verdicts.csv#observed@company_a=microsoft,company_b=nvidia",0.6769,08,"similarity_pair:task-08-tables/pair-verdicts.csv#verdict@company_a=microsoft,company_b=nvidia",unresolved,True,True,False,True,refused,identification,unresolved -> refused,hr_talent,"read as the 3rd closest of fifteen pairs; the rank is the finding, not the gap to the pair above",the pair leaving rank 3 under any of the five metrics or either sensitivity,,
pair-google-microsoft,position,similarity,google|microsoft,cosine similarity of skill profiles,"Google and Microsoft have a skill-profile similarity of 0.6707, ranking 4 of 15 pairs","similarity of what the two companies advertise for, not of what they build; the rank is what is identified, not the score","task-08-tables/pair-verdicts.csv#observed@company_a=google,company_b=microsoft",0.6707,08,"similarity_pair:task-08-tables/pair-verdicts.csv#verdict@company_a=google,company_b=microsoft",unresolved,True,True,False,True,refused,identification,unresolved -> refused,hr_talent,"read as the 4th closest of fifteen pairs; the rank is the finding, not the gap to the pair above",the pair leaving rank 4 under any of the five metrics or either sensitivity,,
pair-meta-microsoft,position,similarity,meta|microsoft,cosine similarity of skill profiles,"Meta and Microsoft have a skill-profile similarity of 0.6587, ranking 5 of 15 pairs","similarity of what the two companies advertise for, not of what they build; the rank is what is identified, not the score","task-08-tables/pair-verdicts.csv#observed@company_a=meta,company_b=microsoft",0.6587,08,"similarity_pair:task-08-tables/pair-verdicts.csv#verdict@company_a=meta,company_b=microsoft",unresolved,True,True,False,True,refused,identification,unresolved -> refused,hr_talent,"read as the 5th closest of fifteen pairs; the rank is the finding, not the gap to the pair above",the pair leaving rank 5 under any of the five metrics or either sensitivity,,
pair-meta-nvidia,position,similarity,meta|nvidia,cosine similarity of skill profiles,"Meta and Nvidia have a skill-profile similarity of 0.6569, ranking 6 of 15 pairs","similarity of what the two companies advertise for, not of what they build; the rank is what is identified, not the score","task-08-tables/pair-verdicts.csv#observed@company_a=meta,company_b=nvidia",0.6569,08,"similarity_pair:task-08-tables/pair-verdicts.csv#verdict@company_a=meta,company_b=nvidia",unresolved,True,True,False,True,refused,identification,unresolved -> refused,hr_talent,"read as the 6th closest of fifteen pairs; the rank is the finding, not the gap to the pair above",the pair leaving rank 6 under any of the five metrics or either sensitivity,,
pair-databricks-microsoft,position,similarity,databricks|microsoft,cosine similarity of skill profiles,"Databricks and Microsoft have a skill-profile similarity of 0.6498, ranking 7 of 15 pairs","similarity of what the two companies advertise for, not of what they build; the rank is what is identified, not the score","task-08-tables/pair-verdicts.csv#observed@company_a=databricks,company_b=microsoft",0.6498,08,"similarity_pair:task-08-tables/pair-verdicts.csv#verdict@company_a=databricks,company_b=microsoft",unresolved,True,True,False,True,refused,identification,unresolved -> refused,hr_talent,"read as the 7th closest of fifteen pairs; the rank is the finding, not the gap to the pair above",the pair leaving rank 7 under any of the five metrics or either sensitivity,,
pair-microsoft-snowflake,position,similarity,microsoft|snowflake,cosine similarity of skill profiles,"Microsoft and Snowflake have a skill-profile similarity of 0.6351, ranking 8 of 15 pairs","similarity of what the two companies advertise for, not of what they build; the rank is what is identified, not the score","task-08-tables/pair-verdicts.csv#observed@company_a=microsoft,company_b=snowflake",0.6351,08,"similarity_pair:task-08-tables/pair-verdicts.csv#verdict@company_a=microsoft,company_b=snowflake",unresolved,True,True,False,True,refused,identification,unresolved -> refused,hr_talent,"read as the 8th closest of fifteen pairs; the rank is the finding, not the gap to the pair above",the pair leaving rank 8 under any of the five metrics or either sensitivity,,
pair-google-snowflake,position,similarity,google|snowflake,cosine similarity of skill profiles,"Google and Snowflake have a skill-profile similarity of 0.6160, ranking 9 of 15 pairs","similarity of what the two companies advertise for, not of what they build; the rank is what is identified, not the score","task-08-tables/pair-verdicts.csv#observed@company_a=google,company_b=snowflake",0.616,08,"similarity_pair:task-08-tables/pair-verdicts.csv#verdict@company_a=google,company_b=snowflake",unresolved,True,True,False,True,refused,identification,unresolved -> refused,hr_talent,"read as the 9th closest of fifteen pairs; the rank is the finding, not the gap to the pair above",the pair leaving rank 9 under any of the five metrics or either sensitivity,,
pair-nvidia-snowflake,position,similarity,nvidia|snowflake,cosine similarity of skill profiles,"Nvidia and Snowflake have a skill-profile similarity of 0.5824, ranking 10 of 15 pairs","similarity of what the two companies advertise for, not of what they build; the rank is what is identified, not the score","task-08-tables/pair-verdicts.csv#observed@company_a=nvidia,company_b=snowflake",0.5824,08,"similarity_pair:task-08-tables/pair-verdicts.csv#verdict@company_a=nvidia,company_b=snowflake",unresolved,True,True,False,True,refused,identification,unresolved -> refused,hr_talent,"read as the 10th closest of fifteen pairs; the rank is the finding, not the gap to the pair above",the pair leaving rank 10 under any of the five metrics or either sensitivity,,
pair-databricks-nvidia,position,similarity,databricks|nvidia,cosine similarity of skill profiles,"Databricks and Nvidia have a skill-profile similarity of 0.5756, ranking 11 of 15 pairs","similarity of what the two companies advertise for, not of what they build; the rank is what is identified, not the score","task-08-tables/pair-verdicts.csv#observed@company_a=databricks,company_b=nvidia",0.5756,08,"similarity_pair:task-08-tables/pair-verdicts.csv#verdict@company_a=databricks,company_b=nvidia",unresolved,True,True,False,True,refused,identification,unresolved -> refused,hr_talent,"read as the 11th closest of fifteen pairs; the rank is the finding, not the gap to the pair above",the pair leaving rank 11 under any of the five metrics or either sensitivity,,
pair-meta-snowflake,position,similarity,meta|snowflake,cosine similarity of skill profiles,"Meta and Snowflake have a skill-profile similarity of 0.5666, ranking 12 of 15 pairs","similarity of what the two companies advertise for, not of what they build; the rank is what is identified, not the score","task-08-tables/pair-verdicts.csv#observed@company_a=meta,company_b=snowflake",0.5666,08,"similarity_pair:task-08-tables/pair-verdicts.csv#verdict@company_a=meta,company_b=snowflake",unresolved,True,True,False,True,refused,identification,unresolved -> refused,hr_talent,"read as the 12th closest of fifteen pairs; the rank is the finding, not the gap to the pair above",the pair leaving rank 12 under any of the five metrics or either sensitivity,,
pair-databricks-snowflake,position,similarity,databricks|snowflake,cosine similarity of skill profiles,"Databricks and Snowflake have a skill-profile similarity of 0.5538, ranking 13 of 15 pairs","similarity of what the two companies advertise for, not of what they build; the rank is what is identified, not the score","task-08-tables/pair-verdicts.csv#observed@company_a=databricks,company_b=snowflake",0.5538,08,"similarity_pair:task-08-tables/pair-verdicts.csv#verdict@company_a=databricks,company_b=snowflake",unresolved,True,True,False,True,refused,identification,unresolved -> refused,hr_talent,"read as the 13th closest of fifteen pairs; the rank is the finding, not the gap to the pair above",the pair leaving rank 13 under any of the five metrics or either sensitivity,,
pair-databricks-meta,position,similarity,databricks|meta,cosine similarity of skill profiles,"Databricks and Meta have a skill-profile similarity of 0.4972, ranking 14 of 15 pairs","similarity of what the two companies advertise for, not of what they build; the rank is what is identified, not the score","task-08-tables/pair-verdicts.csv#observed@company_a=databricks,company_b=meta",0.4972,08,"similarity_pair:task-08-tables/pair-verdicts.csv#verdict@company_a=databricks,company_b=meta",unresolved,True,True,False,True,refused,identification,unresolved -> refused,hr_talent,"read as the 14th closest of fifteen pairs; the rank is the finding, not the gap to the pair above",the pair leaving rank 14 under any of the five metrics or either sensitivity,,
pair-databricks-google,position,similarity,databricks|google,cosine similarity of skill profiles,"Databricks and Google have a skill-profile similarity of 0.4961, ranking 15 of 15 pairs","similarity of what the two companies advertise for, not of what they build; the rank is what is identified, not the score","task-08-tables/pair-verdicts.csv#observed@company_a=databricks,company_b=google",0.4961,08,"similarity_pair:task-08-tables/pair-verdicts.csv#verdict@company_a=databricks,company_b=google",unresolved,True,True,False,True,refused,identification,unresolved -> refused,hr_talent,"read as the 15th closest of fifteen pairs; the rank is the finding, not the gap to the pair above",the pair leaving rank 15 under any of the five metrics or either sensitivity,,
traj-google-meta,position,trajectory,google|meta,correlation of monthly log share paths,"Google and Meta moved together across 2023, with a monthly log-share correlation of -0.0411",eleven monthly points on a closed composition,"task-08-tables/trajectory-similarity.csv#r_log_share@company_a=google,company_b=meta",-0.0411,08,"feasible:task-08-tables/trajectory-similarity.csv#eligible@company_a=google,company_b=meta&feasible:task-08-tables/trajectory-similarity.csv#excludes_zero@company_a=google,company_b=meta",True & False,True,True,False,True,refused,identification,True & False -> refused,strategy,none,an interval excluding zero on a longer panel,,
traj-databricks-meta,position,trajectory,databricks|meta,correlation of monthly log share paths,"Databricks and Meta moved together across 2023, with a monthly log-share correlation of 0.0720",eleven monthly points on a closed composition,"task-08-tables/trajectory-similarity.csv#r_log_share@company_a=databricks,company_b=meta",0.072,08,"feasible:task-08-tables/trajectory-similarity.csv#eligible@company_a=databricks,company_b=meta&feasible:task-08-tables/trajectory-similarity.csv#excludes_zero@company_a=databricks,company_b=meta",False & False,True,True,False,True,refused,identification,False & False -> refused,strategy,none,an interval excluding zero on a longer panel,,
traj-databricks-microsoft,position,trajectory,databricks|microsoft,correlation of monthly log share paths,"Databricks and Microsoft moved together across 2023, with a monthly log-share correlation of 0.3589",eleven monthly points on a closed composition,"task-08-tables/trajectory-similarity.csv#r_log_share@company_a=databricks,company_b=microsoft",0.3589,08,"feasible:task-08-tables/trajectory-similarity.csv#eligible@company_a=databricks,company_b=microsoft&feasible:task-08-tables/trajectory-similarity.csv#excludes_zero@company_a=databricks,company_b=microsoft",False & False,True,True,False,True,refused,identification,False & False -> refused,strategy,none,an interval excluding zero on a longer panel,,
traj-meta-nvidia,position,trajectory,meta|nvidia,correlation of monthly log share paths,"Meta and Nvidia moved together across 2023, with a monthly log-share correlation of 0.1450",eleven monthly points on a closed composition,"task-08-tables/trajectory-similarity.csv#r_log_share@company_a=meta,company_b=nvidia",0.145,08,"feasible:task-08-tables/trajectory-similarity.csv#eligible@company_a=meta,company_b=nvidia&feasible:task-08-tables/trajectory-similarity.csv#excludes_zero@company_a=meta,company_b=nvidia",False & False,True,True,False,True,refused,identification,False & False -> refused,strategy,none,an interval excluding zero on a longer panel,,
traj-databricks-google,position,trajectory,databricks|google,correlation of monthly log share paths,"Databricks and Google moved together across 2023, with a monthly log-share correlation of -0.6365",eleven monthly points on a closed composition,"task-08-tables/trajectory-similarity.csv#r_log_share@company_a=databricks,company_b=google",-0.6365,08,"feasible:task-08-tables/trajectory-similarity.csv#eligible@company_a=databricks,company_b=google&feasible:task-08-tables/trajectory-similarity.csv#excludes_zero@company_a=databricks,company_b=google",False & True,True,True,False,True,refused,identification,False & True -> refused,strategy,none,an interval excluding zero on a longer panel,,
traj-microsoft-nvidia,position,trajectory,microsoft|nvidia,correlation of monthly log share paths,"Microsoft and Nvidia moved together across 2023, with a monthly log-share correlation of 0.3221",eleven monthly points on a closed composition,"task-08-tables/trajectory-similarity.csv#r_log_share@company_a=microsoft,company_b=nvidia",0.3221,08,"feasible:task-08-tables/trajectory-similarity.csv#eligible@company_a=microsoft,company_b=nvidia&feasible:task-08-tables/trajectory-similarity.csv#excludes_zero@company_a=microsoft,company_b=nvidia",False & False,True,True,False,True,refused,identification,False & False -> refused,strategy,none,an interval excluding zero on a longer panel,,
traj-databricks-nvidia,position,trajectory,databricks|nvidia,correlation of monthly log share paths,"Databricks and Nvidia moved together across 2023, with a monthly log-share correlation of -0.0081",eleven monthly points on a closed composition,"task-08-tables/trajectory-similarity.csv#r_log_share@company_a=databricks,company_b=nvidia",-0.0081,08,"feasible:task-08-tables/trajectory-similarity.csv#eligible@company_a=databricks,company_b=nvidia&feasible:task-08-tables/trajectory-similarity.csv#excludes_zero@company_a=databricks,company_b=nvidia",False & False,True,True,False,True,refused,identification,False & False -> refused,strategy,none,an interval excluding zero on a longer panel,,
traj-meta-microsoft,position,trajectory,meta|microsoft,correlation of monthly log share paths,"Meta and Microsoft moved together across 2023, with a monthly log-share correlation of -0.3649",eleven monthly points on a closed composition,"task-08-tables/trajectory-similarity.csv#r_log_share@company_a=meta,company_b=microsoft",-0.3649,08,"feasible:task-08-tables/trajectory-similarity.csv#eligible@company_a=meta,company_b=microsoft&feasible:task-08-tables/trajectory-similarity.csv#excludes_zero@company_a=meta,company_b=microsoft",False & False,True,True,False,True,refused,identification,False & False -> refused,strategy,none,an interval excluding zero on a longer panel,,
traj-google-nvidia,position,trajectory,google|nvidia,correlation of monthly log share paths,"Google and Nvidia moved together across 2023, with a monthly log-share correlation of -0.5600",eleven monthly points on a closed composition,"task-08-tables/trajectory-similarity.csv#r_log_share@company_a=google,company_b=nvidia",-0.56,08,"feasible:task-08-tables/trajectory-similarity.csv#eligible@company_a=google,company_b=nvidia&feasible:task-08-tables/trajectory-similarity.csv#excludes_zero@company_a=google,company_b=nvidia",False & False,True,True,False,True,refused,identification,False & False -> refused,strategy,none,an interval excluding zero on a longer panel,,
traj-google-microsoft,position,trajectory,google|microsoft,correlation of monthly log share paths,"Google and Microsoft moved together across 2023, with a monthly log-share correlation of -0.6681",eleven monthly points on a closed composition,"task-08-tables/trajectory-similarity.csv#r_log_share@company_a=google,company_b=microsoft",-0.6681,08,"feasible:task-08-tables/trajectory-similarity.csv#eligible@company_a=google,company_b=microsoft&feasible:task-08-tables/trajectory-similarity.csv#excludes_zero@company_a=google,company_b=microsoft",False & True,True,True,False,True,refused,identification,False & True -> refused,strategy,none,an interval excluding zero on a longer panel,,
